business_id,name,categories,avg_stars
GQCmcU4aD6GEq7Eo7pKqUg,Wendy's,"['Fast Food', 'Restaurants', 'Burgers']",3.0
VWnMgGRexZMGFs7IrQR_9Q,LV bar,"['Nightlife', 'Bars', 'American (New)', 'Beer Bar', 'Wine Bars', 'Restaurants']",4.5
iSC_NslJHJTtwoaKn6kggw,Carl's Jr,"['Food', 'Burgers', 'Restaurants', 'Fast Food']",4.5
HoLRI8TigyvNfIHdQ4ChDA,Taco Bell,"['Restaurants', 'Mexican', 'Fast Food', 'Tex-Mex']",3.0
EyoTq9dd4oKXhXND_imOzA,Sweet Poké,"['Hawaiian', 'Asian Fusion', 'Sushi Bars', 'Restaurants']",5.0
OY-QPfMdLueBtJgne_9KzQ,KFC,"['Chicken Wings', 'Fast Food', 'Restaurants']",1.5
1aj4TG0eFq6NaPBKk6bK7Q,Jacques Cafe,"['Restaurants', 'Vegetarian', 'French', 'American (New)', 'Breakfast & Brunch', 'Sandwiches', 'Gluten-Free']",4.0
mL9sLXHeA0q7aj8-BXXq4g,McDonald's,"['Fast Food', 'Burgers', 'Restaurants']",2.5
T_vPBF3WRyHoNXrr86ZhkQ,Hibachi Grill & Supreme Buffet,"['Sushi Bars', 'Chinese', 'Buffets', 'Restaurants']",3.0
6nbPXEjmBnDtsgM_YNwGjw,Island Flavor ,"['Hawaiian', 'Restaurants']",4.5
o0aGMe0ukXSJgd4QefM6cQ,Red Lobster,"['American (Traditional)', 'Seafood', 'Restaurants']",3.5
YcGHCoSkl2PLKsHQCiu0HA,Rodolfo's Mexican Grill,"['Mexican', 'Restaurants']",4.5
pXYkQYvoy3z6avJSNeF9Uw,The HideAway,"['Music Venues', 'Nightlife', 'Arts & Entertainment', 'Restaurants', 'American (Traditional)', 'Bars']",4.0
EwxhzR-VghhMsRObXLMitw,Lou's Diner,"['Diners', 'American (Traditional)', 'Breakfast & Brunch', 'Restaurants']",4.5
Oh62VtPS3Jj9e6CNRxJh5w,Banana Leaf Café,"['Chinese', 'Cafes', 'American (Traditional)', 'Asian Fusion', 'Restaurants']",2.5
qqJkYCUIzGvmtOVtnxznfw,Pizza Hut,"['Pizza', 'Restaurants']",1.0
Cr-ywH3ZjBqCyolXf8BpVA,The Charcoal Room,"['Steakhouses', 'Breakfast & Brunch', 'Wine Bars', 'Nightlife', 'Restaurants', 'Bars']",4.0
QYuojrlW94mpEwnp0uUIWA,La Parrilla The Lab,"['Chicken Wings', 'Burgers', 'Latin American', 'Salvadoran', 'Cheesesteaks', 'Restaurants', 'Mexican']",4.0
AhAuNIkWtht0Fq4gEJzodA,Wienerschnitzel,"['Fast Food', 'Restaurants', 'Sandwiches', 'Hot Dogs']",4.0
36PyJL7VPM6Xd6agqXj5RQ,Hibachi-San,"['Restaurants', 'Japanese']",4.5
WKshNnFUI4uQee5kz6PUGg,Greens and Proteins,"['Juice Bars & Smoothies', 'Sandwiches', 'Food', 'Restaurants', 'Burgers']",4.0
wuQDMDlqM17jQNo0lYQZ7g,Park on Fremont,"['Gastropubs', 'Breakfast & Brunch', 'Lounges', 'Restaurants', 'Nightlife', 'American (New)', 'Bars']",4.0
-hzQQ8tbXThpp0k5E_y1Dw,Blizz,"['Desserts', 'Ice Cream & Frozen Yogurt', 'Food', 'Restaurants']",3.0
JCiglfoF09JqfR_gn6XYcA,Vit's Pizza,"['Restaurants', 'Pizza', 'Italian']",2.5
dn_ipqbm7_jUz5X3rDez_A,Todd English P.U.B.,"['Beer', 'Wine & Spirits', 'British', 'Gastropubs', 'Restaurants', 'Food', 'Bars', 'Nightlife']",3.5
P4MSmTvAVeW3is2RORWosA,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",3.0
PSMJesRmIDmust2MUw7aQA,Yogurt In,"['Cafes', 'Restaurants', 'Food', 'Desserts', 'Ice Cream & Frozen Yogurt']",2.5
cwyGmQIRSH-o56GKfyRNvg,Jack In the Box,"['Fast Food', 'Burgers', 'Restaurants']",2.0
nr1y1_csfnP6nSKxtOrLmw,Church's Chicken,"['Fast Food', 'Restaurants']",2.5
kkD5pal9rRzE4PjeYSL9mA,Del Taco,"['Mexican', 'Restaurants']",2.5
cJ5i4V6_VKjkOeEHD4ENeQ,Taco Bell,"['Tex-Mex', 'Restaurants', 'Mexican', 'Fast Food']",3.0
vAbRNF0hJt91oCUpm_sdKw,Buzios Seafood Restaurant,"['Restaurants', 'Seafood']",3.5
VfxlkvZQkLr9tu_w1SU_iw,Napoli Pizza,"['Restaurants', 'Pizza', 'Italian', 'Cheesesteaks']",3.0
azzs6H7CcIHt_acKJF6UfQ,Min Sok Chon,"['Restaurants', 'Korean']",4.0
tkdolOWoZ9KIYP-PETvYWA,Jersey Mike's Subs,"['Fast Food', 'Sandwiches', 'Delis', 'Food', 'Restaurants']",3.5
qsdHK1eQtXmAJNdVJxiC3w,New York Chinese Restaurant,"['Chinese', 'Restaurants']",3.0
gRdBkmXdRqUzDMkcMtt7rQ,Viva El Taco,"['Mexican', 'Restaurants', 'Fast Food']",3.5
cHPhtFqvkQ9hpr_ka-sLow,Costco Food Court,"['Restaurants', 'Food Court']",4.0
Mb5w1N3tvsAFDrDcHQyrsw,Charleys Philly Steaks,"['Fast Food', 'Restaurants', 'Barbeque']",3.0
lLMJsTchKYF1O0fpNWpCRA,Home Plate Grill & Bar,"['American (Traditional)', 'Pizza', 'Burgers', 'Restaurants']",4.0
IuS8Si2f_CCtNibHTPD7RA,Wendy's,"['Restaurants', 'Burgers', 'Fast Food']",2.5
JIpkbdQitnD1A5jfyz6xDg,Miles Bake Shop & Hawaiian Foods,"['Restaurants', 'Food', 'Hawaiian', 'Bakeries']",4.0
ir91fFZwnjgBnYCnrqNd6Q,Burger King,"['Burgers', 'Restaurants']",2.0
GxfgOFgUhv2rfr3FXVWfCg,Pizza My Dear,"['Sandwiches', 'Pizza', 'Restaurants', 'Food', 'Italian', 'Food Delivery Services', 'Gluten-Free']",4.0
wKI0q-WkPi0N3Mk_T3frmQ,Panda Express,"['Restaurants', 'Fast Food', 'Chinese']",3.0
qYf3gGP4PYZlV5CcQlorwA,Sin City Wings,"['Food', 'Food Stands', 'Street Vendors', 'Chicken Wings', 'Restaurants', 'Food Trucks']",3.5
xNzD6FRuz3N1uz96d05VEA,Due Pizzeria,"['Restaurants', 'Pizza']",4.5
zKC3gRFQ8eRU8oRXENAEaA,Rub Bbq,"['Barbeque', 'Restaurants']",2.5
dNqGe41LcgctWZbV5uerog,J Sake Bar,"['Restaurants', 'Japanese', 'Nightlife', 'Bars']",5.0
4oC1z2SDrpraoZzRIQ-WsA,McDonald's,"['Restaurants', 'Burgers', 'Fast Food']",2.5
RvXOCaZokr_sfoLQpm1JRQ,Dairy Queen / Orange Julius Treat Center,"['Food Stands', 'Restaurants']",3.0
pNZAIoa4qg1ZIHABxzRbVg,Glenmel Cuisine,"['Filipino', 'Caterers', 'Event Planning & Services', 'Buffets', 'Restaurants']",2.5
BwuyBsShSQwO3_-SvW6fRA,Kabob Grill,"['Mediterranean', 'Greek', 'Restaurants', 'Persian/Iranian', 'Middle Eastern']",4.0
9hEPwq1GmU1dp3ZyBB9ASQ,PT's,"['Restaurants', 'Sports Bars', 'Nightlife', 'American (New)', 'Bars', 'Pubs']",3.0
tsYriuDpdtaTju7LUANDzg,Panda Express,"['Restaurants', 'Chinese', 'Fast Food']",3.0
i5EhA_T8_eWLr4_4DGDS5w,Pizza Hut,"['Pizza', 'Restaurants']",2.0
H5Y6o9H4rtxbHJFgLqI6Fw,Chili's,"['Bars', 'Nightlife', 'American (Traditional)', 'Restaurants', 'Tex-Mex']",3.0
bXISj8RpXaAilaPLtJuzKg,Aces,"['Food Stands', 'Restaurants']",2.0
--9e1ONYQuAa-CB_Rrw7Tw,Delmonico Steakhouse,"['Steakhouses', 'Cajun/Creole', 'Restaurants']",4.0
YnmtUJGqQIQL9tz1MRyfqA,Michael Mina Pub 1842,"['Pubs', 'Restaurants', 'Gastropubs', 'Bars', 'Nightlife', 'Irish']",4.0
_05kkfNQcAsj8eh-9wzI4w,Cheeburger Cheeburger Express,"['Restaurants', 'American (Traditional)', 'Burgers']",2.0
RRo3Nf5ypfS68fhS_aTrug,Hawaiian Food Online,"['Hawaiian', 'Restaurants']",3.0
Y3iqDos4Uj-EwMfHW_J65A,Office 5 Bar & Grill,"['Bars', 'Restaurants', 'American (Traditional)', 'Nightlife']",3.0
_bOlJfNELoVIiYGonYnPWw,Sushi House,"['Restaurants', 'Sushi Bars', 'Japanese']",3.5
6bgjcFOy4WHMyw62_1V9Pw,Panera Bread,"['Soup', 'Salad', 'Food', 'Sandwiches', 'Bagels', 'Restaurants', 'Breakfast & Brunch']",3.5
hLRorEsACIyya9gA9C3BdQ,808,"['Seafood', 'Restaurants']",3.0
LdB-ymK-cauStX7TxUAs_w,The Venetian - Food Court,"['Food Court', 'Food', 'Restaurants']",2.5
1qTx9z8RMz7RIYKAfnpZ0A,Lillie's Asian Cuisine,"['Event Planning & Services', 'Chinese', 'Arts & Entertainment', 'Hotels', 'Hotels & Travel', 'Restaurants', 'Casinos']",3.5
6-gRHn1n11ATqWBrFTLnNA,Great American  Pub,"['Pizza', 'Restaurants', 'Pubs', 'Bars', 'Sandwiches', 'Nightlife']",4.0
sJBem81QF7l_43aF7xtLYQ,Crêpe Station,"['Desserts', 'Juice Bars & Smoothies', 'Restaurants', 'Food', 'Creperies', 'Coffee & Tea']",4.0
pik4ebdFa0UcUhnNkivFcg,Carmine's,"['Event Planning & Services', 'Restaurants', 'Italian', 'Salad', 'Desserts', 'Seafood', 'Food', 'Venues & Event Spaces', 'Caterers']",4.0
eiTWTVThkHr-DKXxIysbgA,Sweet Poké,"['Asian Fusion', 'Food', 'Restaurants', 'Poke', 'Japanese', 'Hawaiian']",4.5
GKCX2DlxkbwY2DUu44u4rA,Super Mex Restaurant & Cantina,"['Restaurants', 'Mexican', 'Breakfast & Brunch']",3.0
gc_GGat7TgNCmrgc4nVOgw,Crush,"['Lounges', 'Tapas Bars', 'Nightlife', 'Bars', 'Restaurants']",3.5
tQifTiY-vutj8orxcMJKfQ,Triple George Grill,"['Restaurants', 'Seafood', 'Steakhouses', 'American (New)']",4.0
vRltDI3WRnjBumYzRwJVAg,Mannie & Bo's Pizzeria Las Vegas,"['Italian', 'Pizza', 'Restaurants']",4.0
qhbUNmiGKmw343Fj7qlEsQ,Harvest Cafe,"['Restaurants', 'American (Traditional)']",3.5
EHIUp6lUabQCtQ4SVZitQw,Oodolee Sushi & Grill,"['Seafood', 'Restaurants', 'Sushi Bars', 'Japanese']",4.0
CXxJkD62XtDrt3pRYNDspg,Johnny Rockets,"['Restaurants', 'American (Traditional)', 'Sandwiches', 'Burgers', 'Fast Food']",2.5
8wFiWvlfOVt1zvAvsoLw2g,La Bonita Taco Shop,"['Mexican', 'Restaurants']",3.5
mRgTkfoI3L-89a0oNMGAOA,Kelly's Prime Steak & Seafood,"['Steakhouses', 'Nightlife', 'Seafood', 'Music Venues', 'Arts & Entertainment', 'Restaurants']",2.5
5k8kyvvReTf1RMq4jpayQg,Cafe Luhena,"['Breakfast & Brunch', 'Cafes', 'African', 'Ethiopian', 'Restaurants']",5.0
xl5_NW2JBleYameeEIocFQ,Angelina's Pizzeria,"['Pizza', 'Restaurants']",2.5
HJh47HQiP75ePRGg_RawaA,2 Scoops of Aloha LV,"['Hawaiian', 'Food Delivery Services', 'Food', 'Breakfast & Brunch', 'Seafood', 'Restaurants']",3.5
kzwiQ54fopeTgGEIkgJ2dQ,PT's,"['Restaurants', 'Sports Bars', 'Bars', 'American (New)', 'Pubs', 'Nightlife']",3.5
BUoV8s0j22KD_PzLm8BlkA,Salcianu Bistro,"['Restaurants', 'American (Traditional)']",4.5
ZGpT6rcgSsJ4GxwTHbvvJw,Golden China,"['Restaurants', 'Chinese']",3.5
kfo1hXvNtGGThfrZGaWtVw,Willy & Jose's,"['Mexican', 'Restaurants']",3.0
HsgHgxT2vMnqd3cgPvnitQ,Red Robin,"['American (Traditional)', 'Restaurants']",3.0
Ms_el67lrNsKBmdEXVxl6Q,Liu's Kitchen,"['Food Delivery Services', 'Chinese', 'Food', 'Restaurants']",3.5
H-WYHSzXPWS9Avj0W6SRpg,The Buffet at Excalibur,"['Buffets', 'Breakfast & Brunch', 'Restaurants']",2.5
Tnia3DIsEgc8nVPNnTRj7Q,Bona Pizza,"['Restaurants', 'Pizza']",2.0
U8rsbHtpV60h8USOL-kaLg,Louis's Las Vegas,"['Restaurants', 'American (New)']",4.5
bipVXy6DVI0xJaXscBwdXQ,Sauced,"['Food Trucks', 'Restaurants', 'Comfort Food', 'Event Planning & Services', 'Food', 'Cajun/Creole', 'Caterers', 'Street Vendors']",4.5
6e0Abng1LRexKI4LRJTX_A,Algobertos,"['Mexican', 'Restaurants']",4.0
BKg8YIGX_5YyUczmBAyyCQ,China Passion,"['Food', 'Chinese', 'Food Delivery Services', 'Soup', 'Restaurants']",4.5
eMKqAItLbazgUT8xokz7fw,Wine 5 Cafe,"['American (New)', 'African', 'Specialty Food', 'Restaurants', 'Food']",4.5
34PMhyoSQHVd4Lr7slzUcA,Zaba's Mexican Grill,"['Restaurants', 'Mexican']",3.0
0c6PQILCLwRZ8FIB4AEsGw,China One - West Charleston,"['Restaurants', 'Chinese']",3.5
PS6MUV_adG5JH3SZ4e_sCQ,Mama D's Pizzeria,"['Pizza', 'Restaurants']",3.0
y4ETe3DkcIjjr_eyeg5U5g,Cornish Pasty,"['Specialty Food', 'British', 'Bars', 'Restaurants', 'Nightlife', 'Food', 'Pubs']",4.5
Os1n1_idfw9vv9kwULGJnQ,Island Style,"['Asian Fusion', 'Korean', 'Hawaiian', 'Restaurants']",4.5
8YjfILsV0xu84t0aTiceig,Papa Murphy's Pizza,"['Restaurants', 'Gluten-Free', 'Pizza', 'Salad']",3.5
dVQFNgVlnxgitEXDQR7tfA,Billy's BBQ,"['Southern', 'Soul Food', 'Restaurants', 'Barbeque']",4.0
Gdv3qhsDeQzZ2Ag-Tzq6vA,Rocco's NY Pizzeria,"['Restaurants', 'Pizza']",4.0
nGqCSg5ei7wYwaKFBN-8FA,Wok Vegas Asian BBQ,"['Restaurants', 'Barbeque']",2.5
wGSx98wpsI7dijynSNxR1A,Los Amigos,"['Restaurants', 'Food', 'Food Trucks', 'Mexican', 'Seafood']",4.5
zJLkbPcEpYpkbU_aLsXtMQ,The Restaurant at Platinum,"['Restaurants', 'American (New)']",3.0
uX9ZVa3k3-6Xf8mAU6aOiQ,Toto's Mexican,"['Mexican', 'Restaurants']",3.0
a09UyTP6KoaARapiMU7oJw,Tiki's Hawaiian BBQ,"['Hawaiian', 'Restaurants']",5.0
L9hxsakFxY315yPqCZL-zQ,Addiction Restaurant,"['Venues & Event Spaces', 'Restaurants', 'Event Planning & Services', 'American (Traditional)', 'American (New)', 'Breakfast & Brunch']",3.0
YNHvFEvp9VDNwX5VhRanYQ,Mac Shack Spring Valley,"['Restaurants', 'Italian']",3.5
s5fGo1Nieiy6M-fhk_Ywnw,Gourmet Wok Hawaiian BBQ,"['Chinese', 'Hawaiian', 'Seafood', 'Restaurants']",3.5
pi4FLFEOn9AhNUxiLbBeHg,Hawaiian Style Poke,"['Restaurants', 'Hawaiian', 'Poke', 'Food']",4.0
-zbJp3NGEhvmNOiFziN8Lg,Lopez Restaurant,"['Restaurants', 'Mexican', 'Food']",4.5
2m4092MsMzEHkuxodaj6-g,Ondori Asian Kitchen,"['Japanese', 'Chinese', 'Restaurants', 'Asian Fusion', 'Sushi Bars']",4.0
OjApDLQUPV8c_yPCg8xZog,Pot Liquor CAS,"['American (Traditional)', 'Event Planning & Services', 'Caterers', 'Restaurants', 'American (New)', 'Barbeque', 'Soul Food', 'Southern']",3.5
QfD_KzfBGRZ1OLu1Vs1rrA,Pasta Cucina,"['Restaurants', 'Italian']",4.0
wjkoCcNqpWrJRvCz5MxIIA,Chicken & Pig Bar B Que,"['Restaurants', 'Barbeque']",1.5
p45zoSxaX9FC6JBoyw6DKg,Steiner's Nevada Style Pub,"['American (Traditional)', 'Restaurants', 'Pubs', 'Bars', 'Nightlife']",3.5
_JbuDLG7SFEtiCVDT1M0CQ,Bowlology,"['Poke', 'Acai Bowls', 'Live/Raw Food', 'Restaurants', 'Food', 'Juice Bars & Smoothies']",4.0
qEg0K_45TBlzHMOR9GC4Pg,Ciao Ciao Pizza,"['Restaurants', 'Pizza']",3.5
hD4nmY8c9FRsBNzN1QjObQ,Mamma's Boy Cafe,"['Restaurants', 'Soul Food', 'Cafes']",3.5
E0OKctOhZpUQgwUUBc_RwA,The Habit Burger Grill,"['Sandwiches', 'Burgers', 'Food', 'Restaurants', 'Food Trucks', 'Salad']",4.0
Ae91-YlrGnHKq7KXD1WDxw,ABX American Burger Works,"['Restaurants', 'Burgers']",3.5
Lb9rNNCbF6gL5EM6znWJUA,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",2.0
X5Q_PKC-AeMrO4uSpnmgGg,TGI Fridays,"['Restaurants', 'American (Traditional)', 'Nightlife', 'Bars']",3.5
gqcJHVFCPeBRGnDf8bFzMw,Outback Steakhouse,"['Steakhouses', 'Restaurants']",3.5
9xU0kdI_C6mZdJ0IJkgifg,Yoko Hama Sushi,"['Japanese', 'Restaurants', 'Sushi Bars']",2.5
ShUREGiU1IjHuPYq4jVvng,The Flame Steakhouse,"['Restaurants', 'Steakhouses']",3.5
Fv4EXwV30rwGD2NzN1ekgA,Gorilla Sushi,"['Asian Fusion', 'Sushi Bars', 'Japanese', 'Restaurants']",4.5
PVveyZsT6nwhRZIncbrWww,Jimboy's Tacos,"['Mexican', 'Restaurants', 'Fast Food']",3.0
m-xsH8VkcYtTTvp2Fa6Ajw,Pancho's,"['Restaurants', 'Mexican']",3.0
02pL_Xj3sTO_lHcWqUcwKA,Rollin' Smoke BBQ,"['Barbeque', 'Restaurants', 'Southern', 'Sandwiches']",4.0
bw_bCNXNBrgarlmrgURkoA,Wendy's,"['Burgers', 'Restaurants', 'Fast Food']",2.5
a3vug2R5PvBCmzr6KU5RnA,Tropical Smoothie Cafe,"['Restaurants', 'Food', 'Cafes', 'Juice Bars & Smoothies']",2.5
uW6UHfONAmm8QttPkbMewQ,Island Flavor,"['Restaurants', 'Caterers', 'Event Planning & Services', 'Hawaiian']",4.5
FZDcm4f7aOvYK7aD7aBtvA,Ray's Pizzeria and Restaurant,"['Restaurants', 'Pizza']",2.5
SgSVJWgMwFteYyz4OlHu9Q,Bambino's East Coast Pizzeria,"['Caterers', 'Italian', 'Restaurants', 'Event Planning & Services', 'Pizza', 'Sandwiches']",4.5
F6ScBoyzVPhuvyJUUdUZ9Q,Merkato Ethiopian Restaurant,"['Restaurants', 'Ethiopian']",4.5
95ASq_FH5hLT1bA3fdISqw,Burger King,"['Burgers', 'Fast Food', 'Restaurants']",2.0
